ga-7-38,42.7914215738,-83.4795028353
ga-7-39,42.7811604445,-83.4786602764
ga-7-40,42.77124913,-83.4783232536
ga-7-41,42.7598219639,-83.4774806984
ga-7-34,42.8329324983,-83.481861995
ga-7-35,42.8227879739,-83.4815249722
ga-7-36,42.8125268471,-83.4806824169
ga-7-37,42.8016827006,-83.4801768809
ga-7-42,42.7501438542,-83.4768066527
ga-7-43,42.7394163127,-83.4764696299
ga-7-1,42.5615956313,-83.4958484473
ga-7-2,42.5711571385,-83.4965224929
ga-6-154,42.5773371351,-83.4921411963
ga-6-155,42.5875982619,-83.4919726831
ga-6-152,42.5578643134,-83.4916356602
ga-6-153,42.5670760083,-83.4912986374
ga-6-150,42.5366424352,-83.4911301278
ga-6-151,42.547719789,-83.4911301278
ga-6-148,42.5156537643,-83.490793105
ga-6-149,42.526148101,-83.4911301278
ga-6-117,42.6008947427,-83.5283236177
ga-6-118,42.5901764614,-83.5280815925
ga-6-119,42.5804630177,-83.5271134881
ga-6-120,42.5694097888,-83.5254193045
ga-6-121,42.5593613976,-83.5256613297
ga-6-122,42.5481406962,-83.5254193045
ga-6-123,42.538594725,-83.5249352505
ga-6-124,42.5285463362,-83.5242091749
ga-6-125,42.5179955249,-83.5232410669
ga-6-126,42.5081146087,-83.5227570165
ga-5-83,42.4623662282,-83.6371532353
ga-5-84,42.4513228684,-83.6365394093
ga-5-77,42.5256531744,-83.6414500139
ga-5-78,42.5148221859,-83.641143099
ga-5-75,42.546040914,-83.6431380309
ga-5-76,42.5363779761,-83.6426776623
ga-5-81,42.4827539703,-83.6385343411
ga-5-82,42.4721353555,-83.6379205151
ga-5-79,42.504734503,-83.6400689044
ga-5-80,42.4941158882,-83.6393016246
ga-5-74,42.5580399507,-83.6439053143
ga-5-73,42.5679152624,-83.6446725942
ga-5-66,42.6420331947,-83.6498901136
ga-5-65,42.6528641832,-83.650503936
ga-5-68,42.6206897782,-83.6482020929
ga-5-67,42.6319455117,-83.6491228301
ga-5-70,42.5994525486,-83.6468209834
ga-5-69,42.6102835347,-83.6474348095
ga-5-72,42.5791709934,-83.645593335
ga-5-71,42.5891524919,-83.6460537036
ga-11-93,42.5039933933,-83.317900339
ga-11-92,42.4930326419,-83.3173948066
ga-11-89,42.4614330344,-83.3153726697
ga-11-88,42.4510553026,-83.3146986241
ga-11-91,42.4821884954,-83.3167207609
ga-11-90,42.4714609538,-83.3162152249
ga-11-85,42.4732100104,-83.3441881295
ga-11-84,42.4833545322,-83.3446936619
ga-11-87,42.4544368108,-83.3430085478
ga-11-86,42.4636485032,-83.3433455706
ga-11-45,42.8670973894,-83.3652520609
ga-11-44,42.876775499,-83.3660946197
ga-11-47,42.8475079652,-83.3640724829
ga-11-46,42.8581189043,-83.3645780153
ga-18-158,42.4569183406,-83.1087344272
ga-11-48,42.8373634408,-83.3639039696
ga-19-145,42.7208748582,-83.2403370858
ga-19-144,42.7320553371,-83.2412737587
ga-19-141,42.7654347363,-83.2431471046
ga-19-140,42.7774253961,-83.2436154429
ga-19-143,42.7435598864,-83.2417420934
ga-19-142,42.7549024005,-83.24267877
ga-19-137,42.8111288655,-83.2452546215
ga-19-136,42.8221473093,-83.2459571271
ga-19-139,42.7881197645,-83.2438496102
ga-19-138,42.8002724594,-83.2452546215
ga-7-152,42.5374586622,-83.4050207676
ga-22-35,42.7495780624,-83.3015777092
ga-18-152,42.5230289958,-83.1129494609
ga-7-101,42.7555076263,-83.4498448166
ga-7-100,42.7446634798,-83.449676307
ga-7-99,42.7339359382,-83.4488337482
ga-7-97,42.7137634919,-83.4471486341
ga-7-96,42.7030359504,-83.4471486341
ga-7-95,42.6924250112,-83.4461375656
ga-7-94,42.6819306771,-83.4456320296
ga-7-103,42.7767295045,-83.4520354667
ga-7-102,42.7654189433,-83.4508558851
ga-7-147,42.5894639234,-83.4083909958
ga-7-148,42.579319399,-83.4073799274
ga-7-149,42.5692914771,-83.4062003493
ga-7-73,42.4625990712,-83.4306345089
ga-7-72,42.4515217174,-83.4296234404
ga-7-65,42.5113394267,-83.4614721092
ga-7-64,42.5219503658,-83.4626516872
ga-7-67,42.4909337755,-83.4601240179
ga-7-66,42.5008450925,-83.4607980635
ga-7-69,42.4697118973,-83.4591129495
ga-7-68,42.4809058561,-83.4594499723
ga-7-71,42.4487232264,-83.4579333678
ga-7-70,42.4600337877,-83.4584389038
ga-7-87,42.6085869328,-83.4405766874
ga-7-86,42.5985590133,-83.4395656189
ga-7-85,42.5879480742,-83.4385545505
ga-7-84,42.5772205327,-83.4380490144
ga-7-91,42.6505642745,-83.4434413831
ga-7-90,42.6404197501,-83.4427673375
ga-7-89,42.6300420184,-83.4420932882
ga-7-88,42.6191978719,-83.4414192426
ga-7-93,42.6709699257,-83.4444524516
ga-7-92,42.6609420062,-83.4437784059
ga-6-92,42.8594733097,-83.5438132884
ga-6-91,42.8693542259,-83.5445393676
ga-6-94,42.8385391646,-83.542845184
ga-6-93,42.849759866,-83.5435712632
ga-6-88,42.8911257386,-83.576728842
ga-6-87,42.8805749298,-83.5762447916
ga-6-90,42.8799050372,-83.5450234216
ga-6-89,42.8902883735,-83.545507472
ga-6-96,42.8184423846,-83.5413930291
ga-6-95,42.8281558283,-83.5418770795
ga-6-25,42.6322122241,-83.5885881238
ga-6-24,42.6430979804,-83.588830149
ga-6-23,42.6531463717,-83.5895562282
ga-6-22,42.6635297055,-83.5907663578
ga-6-21,42.6734106242,-83.5910083866
ga-6-20,42.6841289055,-83.591976491
ga-6-19,42.6946797143,-83.5927025666
ga-6-18,42.7053979981,-83.5936706747
