de-32-42,42.7151325697,-83.3494450386
de-32-41,42.7258173602,-83.3498251322
de-27-82,42.7110912668,-83.2041171457
de-32-43,42.7025951918,-83.3484867175
de-31-102,42.4911129294,-83.280555143
de-26-108,42.6040949227,-83.2247222952
de-26-107,42.5913678333,-83.2237220454
de-26-106,42.5789367219,-83.2231218944
de-26-114,42.6788295743,-83.2305237445
de-21-47,42.6308189699,-83.1109089888
de-21-45,42.6157577112,-83.13774664
de-21-46,42.6284228606,-83.1386720758
de-30-79,42.7249723827,-83.3805617585
de-30-78,42.7124473003,-83.3805617585
de-30-77,42.7002475441,-83.3796822131
de-31-101,42.5028386796,-83.2809325388
de-30-12,42.5860578252,-83.4005713918
de-30-10,42.6104573376,-83.4018907085
de-30-11,42.5980949193,-83.4012310501
de-30-70,42.6143612603,-83.3744049487
de-30-71,42.6270490068,-83.3744049487
de-30-72,42.6390860989,-83.3752844914
de-32-24,42.7850942144,-83.317728809
de-32-25,42.7739268325,-83.3173514132
de-32-23,42.7966803701,-83.3181062074
de-32-3,42.5032574552,-83.307916471
de-32-5,42.5272673237,-83.3094260621
de-32-4,42.5149832054,-83.3090486636
de-29-140,42.7137486072,-83.4447684983
de-29-138,42.68821045,-83.4427895231
de-29-139,42.7008981965,-83.4432292945
de-21-44,42.6039483154,-83.1375152804
de-21-43,42.5919677685,-83.1372839208
de-26-11,42.6043337316,-83.255672814
de-26-12,42.592524442,-83.2548541676
de-32-2,42.4922296678,-83.3069729776
de-32-1,42.480085142,-83.3062181807
de-31-33,42.4887398621,-83.3069729776
de-32-40,42.7381892221,-83.3502052259
de-32-39,42.7497175492,-83.3511554587
de-32-37,42.7736177363,-83.3532459724
de-32-38,42.7616676418,-83.3521056914
de-26-117,42.7164188866,-83.2333244444
de-27-96,42.5021136636,-83.1625020574
de-27-94,42.5247055526,-83.1641215694
de-27-84,42.6407457097,-83.171756418
de-27-97,42.4903042677,-83.1618079786
de-26-118,42.7284060271,-83.2339245927
de-29-137,42.6751973772,-83.4414702064
de-27-92,42.5484954973,-83.1655097244
de-29-134,42.6361581569,-83.4388315728
de-29-135,42.6491712317,-83.4401508896
de-29-136,42.6621843044,-83.440810548
de-27-83,42.7236703673,-83.2047172967
de-26-116,42.7036917972,-83.2323241946
de-31-90,42.6307051828,-83.285461312
de-31-89,42.6420121553,-83.2862161062
de-31-88,42.653877496,-83.2867822039
de-30-59,42.4791879613,-83.3647299599
de-30-24,42.443076683,-83.3924356068
de-30-23,42.4543004585,-83.3933151522
de-26-2,42.7035519389,-83.2631770847
de-32-50,42.7547397887,-83.4122253557
de-32-49,42.7669395449,-83.4124452427
de-26-1,42.7146546902,-83.2639957311
de-26-3,42.6928529261,-83.2624948775
de-32-51,42.7428653588,-83.4111259259
de-21-57,42.5106711985,-83.1046622952
de-21-56,42.5223094432,-83.1048936548
de-21-55,42.5346322923,-83.1053563714
de-26-98,42.4794878383,-83.2153199455
de-26-97,42.4669087379,-83.2143196957
de-26-24,42.4593923812,-83.244757513
de-26-5,42.670243691,-83.260857582
de-32-46,42.8033761495,-83.4144242179
de-32-47,42.7919897098,-83.4144242179
de-32-21,42.7210213703,-83.3237671733
de-32-48,42.7796272915,-83.4137645595
de-32-20,42.7101331734,-83.3230123764
de-30-102,42.5066076704,-83.336221295
de-30-101,42.5200085252,-83.33678739
de-30-100,42.5314550902,-83.3381082819
