ha-17-133,42.4227727643,-83.2205738212
ha-17-132,42.4346265344,-83.2210847281
ha-17-134,42.4107308402,-83.219552001
ha-17-45,42.3744169114,-83.2772848105
ha-17-44,42.3862706816,-83.2775402639
ha-17-43,42.397559985,-83.2785620842
ha-17-42,42.4096019091,-83.2790729943
ha-17-25,42.3717827413,-83.3058957602
ha-17-24,42.3599289712,-83.3051293934
ha-17-23,42.3484515114,-83.3051293934
ha-12-15,42.3768629275,-83.4852251034
ha-12-17,42.3979362953,-83.4862469236
ha-12-16,42.3873996126,-83.4857360135
ha-17-148,42.2495753311,-83.2092835783
ha-17-149,42.2378348916,-83.2087209975
ha-12-18,42.4084729804,-83.4867578337
ha-12-21,42.440083031,-83.4880351074
ha-12-20,42.4295463483,-83.4880351074
ha-12-19,42.4191978195,-83.4872687439
ha-17-6,42.1568949154,-83.295358466
ha-17-7,42.166701635,-83.2951709401
ha-3-53,42.4491422721,-82.9913987303
ha-3-138,42.3701278771,-83.0171364364
ha-3-137,42.3823942259,-83.0164875851
ha-18-95,42.2513709267,-83.1248964333
ha-12-1,42.2306525045,-83.4768845932
ha-12-2,42.2399067336,-83.4780097549
ha-11-156,42.2354868032,-83.4798850234
ha-18-82,42.1044082414,-83.1160826654
ha-18-83,42.1162868029,-83.1172078271
ha-18-84,42.1270603836,-83.1175828789
ha-18-85,42.1382483328,-83.1183329888
ha-11-63,42.215320869,-83.5022007351
ha-11-62.,42.2262325741,-83.5018256834
ha-11-61,42.2376967672,-83.5029508451
ha-3-154,42.4491422721,-83.0556348526
ha-16-75,42.2202932922,-83.3578049543
ha-16-74,42.208967221,-83.3576174284
ha-18-30,42.3228148223,-83.1895141768
ha-16-72,42.1864531984,-83.3557421567
ha-2-65,42.4193525703,-82.8966666703
ha-2-66,42.408042043,-82.8949364057
ha-2-67,42.3960943022,-82.893854989
ha-4-99,42.4525012655,-83.106896386
ha-2-79,42.4349642873,-82.9297580067
ha-12-42,42.2059285179,-83.4425671543
ha-12-41,42.2184976942,-83.4435047902
ha-18-49,42.4227727643,-83.161052828
ha-18-48,42.4344383781,-83.162074645
ha-18-47,42.4464803046,-83.1623301016
ha-17-150,42.2260944497,-83.2077833616
ha-17-60,42.1977792719,-83.2670418907
ha-18-50,42.4116716149,-83.161052828
ha-18-104,42.3529672332,-83.1314200581
ha-18-37,42.4045217229,-83.1945174188
ha-18-40,42.4397067206,-83.195539239
ha-18-39,42.4278529529,-83.1957946925
ha-18-38,42.4161873367,-83.1950283289
ha-18-33,42.3578592654,-83.1927292351
ha-18-46,42.4585222287,-83.1633519219
ha-18-32,42.3461936517,-83.1911965048
ha-16-107,42.3525909229,-83.3347621633
ha-16-106,42.3640683827,-83.3355285269
ha-17-32,42.4515604908,-83.3104939479
ha-12-132,42.3832602011,-83.39453861
ha-12-133,42.3932324195,-83.3950495201
ha-12-134,42.4041454126,-83.3955604302
ha-11-152,42.1929449732,-83.4770721191
ha-11-151,42.1828620048,-83.4761344865
ha-12-154,42.2486084723,-83.4168759574
ha-17-8,42.1780277061,-83.2957335209
ha-16-126,42.1341046488,-83.3227374087
ha-16-125,42.1452925979,-83.3227374087
ha-11-8,42.0981927131,-83.5293921487
ha-11-10,42.1209829797,-83.5307048395
ha-11-9,42.1093806622,-83.5301422587
ha-4-87,42.3025833146,-83.0999729171
ha-11-22,42.2609014023,-83.5385809715
ha-11-21,42.2491609627,-83.536893229
ha-2-64,42.4301851891,-82.8986132208
ha-2-63,42.4430887515,-82.8999109201
ha-2-62,42.4553550979,-82.9012086194
ha-16-9,42.1823095144,-83.4116252006
ha-3-134,42.4169630235,-83.0180015671
ha-3-133,42.4285921588,-83.020380683
ha-3-135,42.4051745855,-83.018217853
ha-3-136,42.3938640559,-83.0177852844
ha-11-73,42.1053751002,-83.4980751432
ha-11-74,42.0944633975,-83.4969499815
ha-18-52,42.387775923,-83.1595200977
ha-18-51,42.3992533804,-83.1600310078
ha-17-152,42.2028898147,-83.206470674
ha-17-153,42.1917018656,-83.2055330382
ha-18-53,42.3755458425,-83.159264641
ha-18-41,42.4519368011,-83.1968165127
ha-17-139,42.3533435436,-83.2154647202
ha-17-138,42.3648210034,-83.2159756303
ha-18-36,42.3928561092,-83.1942619654
ha-18-35,42.3811904954,-83.1927292351
ha-18-34,42.3700893459,-83.1937510553
ha-17-31,42.4397067206,-83.3099830378
ha-17-32,42.4287937276,-83.309216671
ha-12-135,42.415058408,-83.3953049768
ha-12-136,42.4257832471,-83.3958158869
ha-12-144,42.3640683827,-83.4221277427
ha-12-145,42.3527790793,-83.4208504658
ha-16-66,42.1175299081,-83.3521791457
ha-3-34,42.4477085445,-82.9565771293
ha-12-51,42.0959827491,-83.4375039266
ha-12-52,42.0839660632,-83.4371288716
ha-12-50,42.1084138034,-83.4380665075
ha-16-124,42.1573092838,-83.3234875154
ha-16-122,42.1800995504,-83.325175258
ha-16-123,42.1686353549,-83.3231124604
ha-12-148,42.3180357265,-83.419855829
ha-12-150,42.295096064,-83.4185581297
ha-12-149,42.3067251992,-83.418341847
ha-11-6,42.0752643244,-83.5284545161
ha-11-7,42.0867285175,-83.5293921487
ha-11-72,42.1167011713,-83.4978876173
ha-11-18,42.2144921322,-83.5357680672
ha-11-19,42.2260944497,-83.5359555931
ha-11-20,42.2379730136,-83.536893229
ha-16-11,42.1600717406,-83.4110626197
ha-16-10,42.1711215653,-83.4112501456
ha-11-34,42.4003823114,-83.5447460967
ha-11-33,42.3883403873,-83.5444906432
ha-11-35,42.4120479252,-83.5457679169
ha-3-132,42.4402212916,-83.0201644003
ha-3-147,42.3706057879,-83.0461183891
ha-3-148,42.3817570123,-83.0474160883
ha-16-12,42.1488837915,-83.4101249839
ha-18-54,42.3635039184,-83.1590091876
ha-18-55,42.3516501482,-83.1577319139
ha-18-113,42.4545709712,-83.1375509761
ha-16-101,42.4223964539,-83.339360351
ha-16-100,42.4333094494,-83.3396158077
ha-16-99,42.4453513735,-83.3403821712
ha-12-141,42.3985007621,-83.4221277427
ha-12-142,42.3870233023,-83.4223831961
ha-12-143,42.3757339965,-83.4216168326
ha-11-142,42.0864522735,-83.4695710388
ha-11-143,42.0972258543,-83.4701336197
ha-12-49,42.1205686113,-83.4386290883
ha-12-43,42.194049954,-83.4425671543
ha-18-79,42.0675294469,-83.142523969
ha-18-78,42.0791317644,-83.143274079
ha-18-81,42.0933584143,-83.1149575037
ha-12-151,42.2837855344,-83.4185581297
ha-12-152,42.2718377936,-83.4185581297
ha-12-128,42.3403381777,-83.3926041409
ha-12-48,42.1328615436,-83.439379195
ha-18-23,42.2408735924,-83.1847175432
ha-11-69,42.1494362819,-83.4997628858
ha-11-70,42.1388008232,-83.4992003049
ha-11-71,42.127474752,-83.4986377241
ha-18-17,42.1709834433,-83.1792792604
ha-18-24,42.2528902783,-83.1850925982
ha-18-16,42.1591048794,-83.1781540987
ha-18-15,42.1477788083,-83.1785291505
ha-17-154,42.1798233041,-83.2057205641
ha-3-150,42.404537372,-83.0504440555
ha-3-149,42.3925896312,-83.0489300703
ha-3-151,42.4156885964,-83.0521743201
ha-18-26,42.2758203755,-83.1864862129
ha-18-27,42.2874495083,-83.1871350642
ha-16-5,42.2284425381,-83.4105000389
ha-12-155,42.2374205232,-83.4159383216
ha-12-156,42.2242988541,-83.4133129432
ha-16-6,42.2154589934,-83.413500469
ha-18-109,42.4099782195,-83.133719152
ha-18-110,42.4203267482,-83.1342300621
ha-18-111,42.431804208,-83.1355073357
ha-18-112,42.4427172011,-83.1372955195
ha-16-105,42.3755458425,-83.3365503471
ha-16-104,42.3875877666,-83.3368058037
ha-16-102,42.4101663758,-83.3388494409
ha-16-103,42.3994415368,-83.3370612572
ha-12-139,42.4216438356,-83.4244268366
ha-12-138,42.4333094494,-83.4244268366
ha-12-140,42.4105426862,-83.4226386528
